doc_id,topic,proportion,file,fileName,id,abstract,title,isPartOf,publicationYear,doi,docType,docSubType,provider,collection,datePublished,issueNumber,volumeNumber,url,creator,publisher,language,pageStart,pageEnd,placeOfPublication,keyphrase,wordCount,pageCount,file.1,decade
processed_fulltext_143.txt,Topic_2,0.999958878,fulltext_143,fulltext_143.txt,http://www.jstor.org/stable/4302254,,An Approach to Fiction through the Characteristics of Its Readers,"The Library Quarterly: Information, Community, Policy",1936,10.2307/4302254,article,research-article,jstor,,4/1/1936,2,6,http://www.jstor.org/stable/4302254,Jeannette Howard Foster,University of Chicago Press,eng,124,174,,readers; fiction; reading; quality; library; novels; public library; groups; good fiction; subject,17444,51,284c5376-5c81-4da3-7f2c-a69053b33c64,1930
processed_fulltext_152.txt,Topic_2,0.863434834,fulltext_152,fulltext_152.txt,http://www.jstor.org/stable/4308688,"Southern library education was an almost exclusively female enterprise until about 1930, when the first male students were accepted into the region's only ALA-accredited library school. In the formative (ca. 1905-30) and developmental (ca. 1930-45) years of southern library education, regional attitudes toward gender, race, and class, and the South's impoverished economic climate, shaped the way in which library education was adapted to meet regional needs. The ""old girl network"" of library school alumnae, community leaders, and even untrained librarians represented a formidable coalition for library advocacy that even the region's much publicized illiteracy, bigotry, and general backwardness could not deter.","Women in Southern Library Education, 1905-1945","The Library Quarterly: Information, Community, Policy",1992,10.2307/4308688,article,research-article,jstor,,4/1/1992,2,62,http://www.jstor.org/stable/4308688,"James V. Carmichael, Jr.",University of Chicago Press,eng,169,216,,library; southern; atlanta; library education; southern library; school; librarians; carnegie library; female; librarianship,21388,48,a4a20e2d-4e67-f67b-c64c-8a0212565202,1990
processed_fulltext_184.txt,Topic_2,0.972012362,fulltext_184,fulltext_184.txt,http://www.jstor.org/stable/40038536,,Children's Reading,"The Library Quarterly: Information, Community, Policy",1931,10.2307/40038536,article,research-article,jstor,,4/1/1931,2,1,http://www.jstor.org/stable/40038536,A. H. Starke,University of Chicago Press,eng,175,188,,reading; children; library; reading interests; childrens reading; librarians; report; habits; school; library quarterly,5246,14,a4a20e2d-4e67-f67b-c64c-8a0212565202,1930
processed_fulltext_191.txt,Topic_2,0.999905219,fulltext_191,fulltext_191.txt,http://www.jstor.org/stable/4308326,"Analysis of employee turnover is common in business and industry. Understanding the cause and magnitude of turnover can help assess basic aspects of the organization such as the adequacy of pay, hiring practices and evaluation procedures, fairness of supervision, effectiveness of communication, and quality of leadership. Unfortunately, turnover analysis in librarianship is rare. The purpose of this study is to examine employee turnover in thirty-one public libraries in the Midwest. Particular emphasis is placed on establishing base-line turnover rates and examining the relationship of gender to turnover behavior. Among the findings are that (1) turnover rates are low compared to other occupations and (2) turnover rates of males and females are similar, but females are more likely to leave their jobs for family and personal reasons.",Employee Turnover among Full-Time Public Librarians,"The Library Quarterly: Information, Community, Policy",1989,10.2307/4308326,article,research-article,jstor,,1/1/1989,1,59,http://www.jstor.org/stable/4308326,Richard Rubin,University of Chicago Press,eng,27,46,,turnover; turnover rates; librarians; libraries; females; gender; employee turnover; percent; canonical; reasons,7320,20,a4a20e2d-4e67-f67b-c64c-8a0212565202,1980
processed_fulltext_217.txt,Topic_2,0.837972569,fulltext_217,fulltext_217.txt,http://www.jstor.org/stable/40322097,,The Doctorate in Librarianship and an Assessment of Graduate Library Education,Journal of Education for Librarianship,1970,10.2307/40322097,article,research-article,jstor,,7/1/1970,1,11,http://www.jstor.org/stable/40322097,Ray L. Carpenter; Patricia A. Carpenter,Association for Library and Information Science Education (ALISE),eng,3,45,,doctorates; librarianship; library; library science; respondents; salaries; librarians; faculty; science doctorates; region,15791,43,a4a20e2d-4e67-f67b-c64c-8a0212565202,1970
processed_fulltext_227.txt,Topic_2,0.731133627,fulltext_227,fulltext_227.txt,http://www.jstor.org/stable/4302570,,"Social Reform, Education, and the Library, 1850-1900","The Library Quarterly: Information, Community, Policy",1939,10.2307/4302570,article,research-article,jstor,,4/1/1939,2,9,http://www.jstor.org/stable/4302570,Sidney Ditzion,University of Chicago Press,eng,156,184,,library; public library; annual report; reform education; report; social reform; library quarterly; reading; free library; chicago public,10257,29,a4a20e2d-4e67-f67b-c64c-8a0212565202,1930
processed_fulltext_231.txt,Topic_2,0.886081843,fulltext_231,fulltext_231.txt,http://www.jstor.org/stable/40039660,,Reading Studies Contributory to Social Sciences,"The Library Quarterly: Information, Community, Policy",1931,10.2307/40039660,article,research-article,jstor,,7/1/1931,3,1,http://www.jstor.org/stable/40039660,Douglas Waples,University of Chicago Press,eng,291,300,,reading; social; studies; reading upon; groups; library; librarians; sociologist; library quarterly; population,3691,10,a4a20e2d-4e67-f67b-c64c-8a0212565202,1930
processed_fulltext_263.txt,Topic_2,0.85833435,fulltext_263,fulltext_263.txt,http://www.jstor.org/stable/4302672,,Negro Library Workers,"The Library Quarterly: Information, Community, Policy",1940,10.2307/4302672,article,research-article,jstor,,1/1/1940,1,10,http://www.jstor.org/stable/4302672,Wallace Van Jackson,University of Chicago Press,eng,95,108,,library; negro library; negroes; library workers; librarian; negro library workers; schools; college; library schools; employed,4439,14,a4a20e2d-4e67-f67b-c64c-8a0212565202,1940
processed_fulltext_267.txt,Topic_2,0.999928351,fulltext_267,fulltext_267.txt,http://www.jstor.org/stable/4301860,,The Relation of Subject Interests to Actual Reading,"The Library Quarterly: Information, Community, Policy",1932,10.2307/4301860,article,research-article,jstor,,1/1/1932,1,2,http://www.jstor.org/stable/4301860,Douglas Waples,University of Chicago Press,eng,42,70,,reading; subjects; actual reading; magazines; interest; magazine reading; subject interest; fiction; newspaper reading; library quarterly,10214,29,a4a20e2d-4e67-f67b-c64c-8a0212565202,1930
processed_fulltext_275.txt,Topic_2,0.999931622,fulltext_275,fulltext_275.txt,http://www.jstor.org/stable/4302236,,Community Studies in Reading. III. Reading Habits of Adult Non-Users of the Public Library,"The Library Quarterly: Information, Community, Policy",1936,10.2307/4302236,article,research-article,jstor,,1/1/1936,1,6,http://www.jstor.org/stable/4302236,Helen A. Ridgway,University of Chicago Press,eng,1,33,,library; women total; users interviewed; reading; men women total; people; interviews; primary interviews; magazines; read books,11595,33,a4a20e2d-4e67-f67b-c64c-8a0212565202,1930
processed_fulltext_305.txt,Topic_2,0.997500744,fulltext_305,fulltext_305.txt,http://www.jstor.org/stable/4305362,,"Voting on a Library Bond Issue: Two Elections in Akron, Ohio, 1961 and 1962","The Library Quarterly: Information, Community, Policy",1963,10.2307/4305362,article,research-article,jstor,,7/1/1963,3,33,http://www.jstor.org/stable/4305362,Guy Garrison,University of Chicago Press,eng,229,241,,library; bond issue; census tract; favorable vote; voting; tracts; library bond; elections; voting behavior; percentage,6238,13,a4a20e2d-4e67-f67b-c64c-8a0212565202,1960
processed_fulltext_323.txt,Topic_2,0.999776321,fulltext_323,fulltext_323.txt,http://www.jstor.org/stable/4303215,,The Occupations of Registered Borrowers in a Public Library,"The Library Quarterly: Information, Community, Policy",1944,10.2307/4303215,article,research-article,jstor,,4/1/1944,2,14,http://www.jstor.org/stable/4303215,Walter H. Kaiser,University of Chicago Press,eng,119,125,,registration; library; muncie; population; library registration; registered; borrowers; census data; persons; juvenile,3517,7,a4a20e2d-4e67-f67b-c64c-8a0212565202,1940
processed_fulltext_332.txt,Topic_2,0.753117629,fulltext_332,fulltext_332.txt,http://www.jstor.org/stable/4307967,"This study identifies the determinants of librarians' salaries and tests human capital-based explanations of librarianship as a women's profession and of intra-occupational segregation by sex within librarianship. Earnings functions are developed for men and women in public and academic libraries and for women in school libraries and are found to be statistically significantly different from one another. Personal, human capital, and job determinants of salaries for each group are identified. The differences in the earnings functions imply different reward structures in the various types of libraries. Salary differences by sex within library type are decomposed and found to be due primarily to differences in individual characteristics, but also to differences in the reward structures for men and women in the same type of library. A major economic theory of occupational segregation, supply-based human capital theory, is examined for its ability to explain the continuing predominance of women in the library profession and, within the profession, the disproportionate representation of men in academic libraries. The results are mixed. Demand-based institutional analysis is suggested as a possible alternative explanation.",Salary Determination and Occupational Segregation among Librarians,"The Library Quarterly: Information, Community, Policy",1986,10.2307/4307967,article,research-article,jstor,,4/1/1986,2,56,http://www.jstor.org/stable/4307967,Nancy A. Van House,University of Chicago Press,eng,142,166,,librarians; earnings; libraries; earnings functions; academic libraries; salary; capital; occupational segregation; librarianship; occupational,9013,25,a4a20e2d-4e67-f67b-c64c-8a0212565202,1980
processed_fulltext_343.txt,Topic_2,0.818042058,fulltext_343,fulltext_343.txt,http://www.jstor.org/stable/4305548,,Urban Public Library Services for Adults of Low Education,"The Library Quarterly: Information, Community, Policy",1965,10.2307/4305548,article,research-article,jstor,,4/1/1965,2,35,http://www.jstor.org/stable/4305548,Peter Hiatt,University of Chicago Press,eng,81,96,,library; branch; library use; low education; adults; services; librarian; librarians; programs; film programs,8634,16,a4a20e2d-4e67-f67b-c64c-8a0212565202,1960
processed_fulltext_348.txt,Topic_2,0.866178587,fulltext_348,fulltext_348.txt,http://www.jstor.org/stable/4308999,"This article examines the circulation of adult books in public library branches and the distribution of circulation across subject categories for the Indianapolis-Marion County Public Library. As found in many other studies, levels of circulation varied widely among branches and were related to the characteristics of the populations served. The distributions of the subjects of the books circulated did not vary greatly between branches or between groups of branches classified by social and economic characteristics. Both traditional statistical measures and the index of dissimilarity were used to ascertain the degree of differences in circulation patterns among the branches. In only some subject categories were branch circulation levels related to various social and economic characteristics of the populations served.",Similarities in Circulation Patterns among Public Library Branches Serving Diverse Populations,"The Library Quarterly: Information, Community, Policy",1995,10.2307/4308999,article,research-article,jstor,,1/1/1995,1,65,http://www.jstor.org/stable/4308999,John R. Ottensmann; Raymond E. Gnat; Michael E. Gleeson,University of Chicago Press,eng,89,118,,circulation; branches; circulation patterns; dissimilarity; subject categories; categories; branch circulation; service area; library; characteristics,10891,30,a4a20e2d-4e67-f67b-c64c-8a0212565202,1990
processed_fulltext_351.txt,Topic_2,0.933140666,fulltext_351,fulltext_351.txt,http://www.jstor.org/stable/4301940,,Community Studies in Reading: 1. Reading in the Lower East Side,"The Library Quarterly: Information, Community, Policy",1933,10.2307/4301940,article,research-article,jstor,,1/1/1933,1,3,http://www.jstor.org/stable/4301940,Douglas Waples,University of Chicago Press,eng,1,20,,reading; library; seward park; rental libraries; readers; public library; titles; skilled trades; community; occupation,6354,20,a4a20e2d-4e67-f67b-c64c-8a0212565202,1930
processed_fulltext_352.txt,Topic_2,0.952146745,fulltext_352,fulltext_352.txt,http://www.jstor.org/stable/4308196,"Previous research examining librarians' publishing patterns has established the significance of published research for personal advancement. Studies have found, however, that in comparison with male librarians, female librarians tend to publish in disproportionately small numbers. One rationale offered for this discrepancy is that men receive the Ph.D. more frequently than do women (doctorate-holding librarians have been isolated as the most prolific writers). This study tests the hypothesis that men and women exhibit similar publishing patterns if education is held constant at the doctoral level. The population studied is limited to a random sample of library science Ph.D.s who received their degrees between 1969 and 1979. A list of each person's publications was compiled for the five-year period following receipt of the Ph.D. The citations are classified by gender, occupation, and type of publication and authorship. On the basis of this study, the hypothesis that men and women will exhibit similar publishing patterns cannot be rejected. The difference in the number of citations per person for equal numbers of men and women is insignificant. Differences between men and women when comparing type of publication, type of authorship, or quality of articles are also insignificant. There is, however, a significant difference between the number of unpublished women and the number of unpublished men; almost three times more women than men have no citations listed in ""Library Literature."" The hypothesis can be rejected when comparing male and female educators. The difference between mean number of citations per person as well as the difference between nonpublishing male and female educators is highly significant. Male educators publish almost twice as many works as do women. Female educators are almost six times as likely as male educators to have published nothing.",Comparison of the Publishing Patterns between Men and Women Ph.D.s in Librarianship,"The Library Quarterly: Information, Community, Policy",1988,10.2307/4308196,article,research-article,jstor,,1/1/1988,1,58,http://www.jstor.org/stable/4308196,Christine A. Korytnyk,University of Chicago Press,eng,52,65,,librarians; library; percent; citations; educators; men and women; publishing patterns; library science; citations per; library quarterly,5635,14,a4a20e2d-4e67-f67b-c64c-8a0212565202,1980
processed_fulltext_359.txt,Topic_2,0.929376413,fulltext_359,fulltext_359.txt,http://www.jstor.org/stable/4302481,,Public Library Service in the Middle West,"The Library Quarterly: Information, Community, Policy",1938,10.2307/4302481,article,research-article,jstor,,7/1/1938,3,8,http://www.jstor.org/stable/4302481,G. Flint Purdy,University of Chicago Press,eng,346,372,,library; library service; public library; counties; library development; library index; economic index; public library service; urbanization; rural farm,8456,27,a4a20e2d-4e67-f67b-c64c-8a0212565202,1930
processed_fulltext_394.txt,Topic_2,0.864195121,fulltext_394,fulltext_394.txt,http://www.jstor.org/stable/4302668,,An Inquiry into the Statement of Motives by Readers,"The Library Quarterly: Information, Community, Policy",1940,10.2307/4302668,article,research-article,jstor,,1/1/1940,1,10,http://www.jstor.org/stable/4302668,Helen L. Butler,University of Chicago Press,eng,1,49,,motive; readers; reading; fiction; philosophy religion; subject fields; fields; library quarterly; library; biography,18340,49,ea8e83db-4157-2f48-80df-c49eca108ccc,1940
processed_fulltext_55.txt,Topic_2,0.999880238,fulltext_55,fulltext_55.txt,http://www.jstor.org/stable/4305871,,Subject Variety in Adult Reading: I. Factors Related to Variety in Reading,"The Library Quarterly: Information, Community, Policy",1968,10.2307/4305871,article,research-article,jstor,,4/1/1968,2,38,http://www.jstor.org/stable/4305871,Elizabeth Warner Mc Elroy,University of Chicago Press,eng,154,167,,reading; readers; variety; education; frequently; employment status; reading variety; read heavily; books read; housewives,6569,14,284c5376-5c81-4da3-7f2c-a69053b33c64,1960
processed_fulltext_80.txt,Topic_2,0.794299315,fulltext_80,fulltext_80.txt,http://www.jstor.org/stable/40322715,"This study was undertaken to determine whether or not there was an over-all discernible trend either downward or upward in the percentage of earned doctorates held by the faculties of the accredited library school programs during the period from 1960 to 1978. The over-all percentage of faculty members with doctorates increased from 32.1 percent in 1960 to 65.9 percent in 1978. The largest over-all gain was made at the assistant professor level. Although women have made a more spectacular gain in the percentage of doctorates held than men, men throughout the period have held a larger percentage of doctorates than women. Women in 1960 filled a majority of the positions in the accredited schools. Men constituted a majority in the 1978-79 academic year. The Ph.D., first with a major in library science and then followed by majors in other disciplines — most frequently the humanities or education—is the most common type of doctoral degree held by library school teachers. Eight schools—located in the Great Lakes region and the east — are primarily responsible for granting the library science doctorate to library school faculties.",Library School Faculty Doctorates: A Statistical Review,Journal of Education for Librarianship,1982,10.2307/40322715,article,research-article,jstor,,4/1/1982,4,22,http://www.jstor.org/stable/40322715,Raymond Kilpela,Association for Library and Information Science Education (ALISE),eng,239,259,,doctorates; library; percent; faculty; library science; percentage; faculty members; doctorates held; held doctorates; schools,9777,21,284c5376-5c81-4da3-7f2c-a69053b33c64,1980
processed_fulltext_95.txt,Topic_2,0.753710939,fulltext_95,fulltext_95.txt,http://www.jstor.org/stable/4302210,,Methods for Making Known to Inexperienced Readers the Resources and Facilities Offered by American Public Libraries,"The Library Quarterly: Information, Community, Policy",1935,10.2307/4302210,article,research-article,jstor,,10/1/1935,4,5,http://www.jstor.org/stable/4302210,Joseph L. Wheeler,University of Chicago Press,eng,371,406,,library; public library; readers; reading; library resources; librarians; known library; american library; american; library quarterly,12452,37,284c5376-5c81-4da3-7f2c-a69053b33c64,1930
processed_fulltext_101.txt,Topic_3,0.945587138,fulltext_101,fulltext_101.txt,http://www.jstor.org/stable/10.1086/512955,"The public library is a product of modernity that follows in the wake of industrialization, urbanization, and popular movements, while at the same time the public library itself supports the building up and development of the modern. This article will examine the arrival of modernity and the prerequisites for the rise of public libraries, as well as some crucial aspects of the relationship between the public library and modernity. Furthermore, by means of contributions from recent significant sociologists, such as Anthony Giddens, Jean?Fran�ois Lyotard, and Scott Lash, we shall discuss the implications of the development of late modern or postmodern society for the present public library.",Problems and Possibilities: The Public Library in the Borderline between Modernity and Late Modernity,"The Library Quarterly: Information, Community, Policy",2007,10.1086/512955,article,research-article,jstor,NA,1/1/2007,1,77,http://www.jstor.org/stable/10.1086/512955,Casper Hvenegaard Rasmussen; Henrik Jochumsen,The University of Chicago Press,en,45,59,NA,public library; libraries; modernity; enlightenment; reflexivity; dedifferentiation; toward dedifferentiation; postmodernity; increased reflexivity; late modernity,6080,15,284c5376-5c81-4da3-7f2c-a69053b33c64,2000
processed_fulltext_113.txt,Topic_3,0.849542244,fulltext_113,fulltext_113.txt,http://www.jstor.org/stable/40321692,,Introduction to Library Science: An Attempt,Journal of Education for Librarianship,1962,10.2307/40321692,article,research-article,jstor,NA,1/1/1962,3,2,http://www.jstor.org/stable/40321692,Masanobu Fujikawa,Association for Library and Information Science Education (ALISE),eng,144,150,NA,library science; recorded materials; materials; librarianship; collecting activity; activity; education for librarianship; creative activity; recording; definition,2182,7,284c5376-5c81-4da3-7f2c-a69053b33c64,1960
processed_fulltext_141.txt,Topic_3,0.745085299,fulltext_141,fulltext_141.txt,http://www.jstor.org/stable/40321864,,A Different Drummer: Thoughts on Library Education,Journal of Education for Librarianship,1966,10.2307/40321864,article,research-article,jstor,NA,1/1/1966,3,6,http://www.jstor.org/stable/40321864,Rose Z. Sellers,Association for Library and Information Science Education (ALISE),eng,151,166,NA,library; librarian; librarianship; drummer thoughts; different drummer; machine; special libraries; education; library education; different drummer thoughts,6803,16,284c5376-5c81-4da3-7f2c-a69053b33c64,1960
processed_fulltext_183.txt,Topic_3,0.999911178,fulltext_183,fulltext_183.txt,http://www.jstor.org/stable/4309617,"This article introduces Michel Foucault's ""Archaeology of Knowledge"" as a way of addressing what Wayne Weigand has termed ""tunnel vision and blind spots"" in the discipline of Library and Information Science (LIS). Invoking Foucault's Archaeology in the context of Wiegand's problematic provides a framework in which to understand (1) how the discursive formation of LIS is itself a problem to be analyzed beside others, (2) how the nature of the discursive formation hinders potentially fruitful research in LIS, and (3) how understanding Wiegand in terms of Foucault can help to generate a new self-reflexive and critical attitude among LIS scholars to their own discursive formation and the discursive formations of others.",Trapped in Our Own Discursive Formations: Toward an Archaeology of Library and Information Science,"The Library Quarterly: Information, Community, Policy",2003,10.2307/4309617,article,research-article,jstor,NA,1/1/2003,1,73,http://www.jstor.org/stable/4309617,Gary P. Radford,University of Chicago Press,eng,1,18,NA,discursive formations; foucault; foucaults; library; wiegand; foucault michel; library quarterly; wiegands; foucaults archaeology; archaeology,8460,18,a4a20e2d-4e67-f67b-c64c-8a0212565202,2000
processed_fulltext_185.txt,Topic_3,0.707070638,fulltext_185,fulltext_185.txt,http://www.jstor.org/stable/4304300,,The Interdependence of Knowledge and Information in the World Today,"The Library Quarterly: Information, Community, Policy",1954,10.2307/4304300,article,research-article,jstor,NA,4/1/1954,2,24,http://www.jstor.org/stable/4304300,Maurice B. Visscher,University of Chicago Press,eng,81,91,NA,scientific; abstracting; biological abstracts; knowledge; literature; united; states; countries; british commonwealth; citations,5789,11,a4a20e2d-4e67-f67b-c64c-8a0212565202,1950
processed_fulltext_202.txt,Topic_3,0.870311859,fulltext_202,fulltext_202.txt,http://www.jstor.org/stable/40324084,,Popular Culture Studies and Library Education,Journal of Education for Library and Information Science,2000,10.2307/40324084,article,research-article,jstor,NA,1/1/2000,1,41,http://www.jstor.org/stable/40324084,Gordon Stevenson,Association for Library and Information Science Education (ALISE),eng,15,25,NA,popular culture; students; course; library; content analysis; communications; culture studies; librarianship; education; library education,6569,11,a4a20e2d-4e67-f67b-c64c-8a0212565202,2000
processed_fulltext_214.txt,Topic_3,0.821465411,fulltext_214,fulltext_214.txt,http://www.jstor.org/stable/40321701,,The Library's Role in Society Today?,Journal of Education for Librarianship,1962,10.2307/40321701,article,research-article,jstor,NA,4/1/1962,4,2,http://www.jstor.org/stable/40321701,Ralph R. Shaw,Association for Library and Information Science Education (ALISE),eng,177,182,NA,library; librarianship; librarians; paperbacks; librarys role; egghead paperbacks; egghead; education for librarianship; suppose; wildes ballad,2581,6,a4a20e2d-4e67-f67b-c64c-8a0212565202,1960
processed_fulltext_225.txt,Topic_3,0.891735361,fulltext_225,fulltext_225.txt,http://www.jstor.org/stable/40321931,,Library Material without Instruction - A Disaster?,Journal of Education for Librarianship,1967,10.2307/40321931,article,research-article,jstor,NA,7/1/1967,1,8,http://www.jstor.org/stable/40321931,Frederick Holler,Association for Library and Information Science Education (ALISE),eng,38,48,NA,library material; africa; library science; africa south; analytic predication; card catalogs; closed analytic; headings; language; without instruction,4710,11,a4a20e2d-4e67-f67b-c64c-8a0212565202,1960
processed_fulltext_250.txt,Topic_3,0.996689224,fulltext_250,fulltext_250.txt,http://www.jstor.org/stable/4307181,"This article seeks to address some of the implications of humanistic modes of scholarship for recent library developments. An attempt is made to characterize some of the essential habits of mind and scholarly needs of humanists as these affect issues in acquisition, allocation of funds, book preservation, computerization, problems of access to and use of collections. Some attention is paid to the changed and changing nature of humanistic research. In part the paper tries to respond to the proposition advanced by Don Swanson that a model of knowledge suggested by Karl Popper can serve to acquaint librarians with the mental habits of library users. Toward the end some questions are posed about the implications for the library profession and library users deriving from the close interrelation between problems of the library and society.",The Humanistic Scholar and the Library,"The Library Quarterly: Information, Community, Policy",1980,10.2307/4307181,article,research-article,jstor,NA,1/1/1980,1,50,http://www.jstor.org/stable/4307181,Karl J. Weintraub,University of Chicago Press,eng,22,39,NA,library; humanists; knowledge; humanistic scholar; problems; librarians; librarian; weintraub; scholarship; library profession,8401,18,a4a20e2d-4e67-f67b-c64c-8a0212565202,1980
processed_fulltext_272.txt,Topic_3,0.750210917,fulltext_272,fulltext_272.txt,http://www.jstor.org/stable/4304072,,The Scholar Looks at Inter-Library Co-operation,"The Library Quarterly: Information, Community, Policy",1952,10.2307/4304072,article,research-article,jstor,NA,1/1/1952,1,22,http://www.jstor.org/stable/4304072,Theodore C. Blegen,University of Chicago Press,eng,13,17,NA,library; scholarship; scholar; research; corning; universities; scholar looks; operation; corning glass; materials,2483,5,a4a20e2d-4e67-f67b-c64c-8a0212565202,1950
processed_fulltext_278.txt,Topic_3,0.999636233,fulltext_278,fulltext_278.txt,http://www.jstor.org/stable/4309332,,"Can a ""Hard"" Science Answer ""Hard"" Questions? A Response to Sandstrom and Sandstrom","The Library Quarterly: Information, Community, Policy",1999,10.2307/4309332,article,research-article,jstor,NA,4/1/1999,2,69,http://www.jstor.org/stable/4309332,James M. Nyce; Nancy P. Thomas,University of Chicago Press,eng,295,298,NA,ethnography; scientific ethnography; science; sandstrom; nyce james; franz boas; boas franz; hard science; artifacts; library quarterly,2104,4,a4a20e2d-4e67-f67b-c64c-8a0212565202,1990
processed_fulltext_290.txt,Topic_3,0.999793983,fulltext_290,fulltext_290.txt,http://www.jstor.org/stable/4309222,,Science and Nonscience in Qualitative Research: A Response to Thomas and Nyce,"The Library Quarterly: Information, Community, Policy",1998,10.2307/4309222,article,research-article,jstor,NA,4/1/1998,2,68,http://www.jstor.org/stable/4309222,Alan R. Sandstrom; Pamela Effrein Sandstrom,University of Chicago Press,eng,249,254,NA,thomas and nyce; ethnography; scientific ethnography; science; lis researchers; anthropology; boasian anthropology; antiscience; article; social,3485,6,a4a20e2d-4e67-f67b-c64c-8a0212565202,1990
processed_fulltext_291.txt,Topic_3,0.973539177,fulltext_291,fulltext_291.txt,http://www.jstor.org/stable/4305787,,The UDC and FID: A Historical Perspective,"The Library Quarterly: Information, Community, Policy",1967,10.2307/4305787,article,research-article,jstor,NA,7/1/1967,3,37,http://www.jstor.org/stable/4305787,W. Boyd Rayward,University of Chicago Press,eng,259,278,NA,classification; documentation; decimal; bibliographic; decimal classification; paul otlet; bibliographique universel; universal decimal; leibniz; library,11617,20,a4a20e2d-4e67-f67b-c64c-8a0212565202,1960
processed_fulltext_295.txt,Topic_3,0.875871646,fulltext_295,fulltext_295.txt,http://www.jstor.org/stable/40322414,,Popular Culture Studies and Library Education,Journal of Education for Librarianship,1975,10.2307/40322414,article,research-article,jstor,NA,4/1/1975,4,15,http://www.jstor.org/stable/40322414,Gordon Stevenson,Association for Library and Information Science Education (ALISE),eng,235,250,NA,popular culture; students; librarianship; course; culture studies; education for librarianship; content analysis; library; communications; popular culture studies,6443,16,a4a20e2d-4e67-f67b-c64c-8a0212565202,1970
processed_fulltext_299.txt,Topic_3,0.783391044,fulltext_299,fulltext_299.txt,http://www.jstor.org/stable/4306141,"This article begins with a discussion of the broad role of operations research (O. R.) in a society undergoing change. The nature of O. R. teams in a library environment is then considered. The function of models in O. R. is analyzed, the development of a model being contrasted with its formal presentation. Criteria for good models are suggested. This article then focuses on storage models for libraries, first considering the Dewey classification system from this perspective and then summarizing more current research carried out under the direction of the author with a grant from the National Science Foundation.",Library Operations Research: A Process of Discovery and Justification,"The Library Quarterly: Information, Community, Policy",1972,10.2307/4306141,article,research-article,jstor,NA,1/1/1972,1,42,http://www.jstor.org/stable/4306141,Ferdinand F. Leimkuhler,University of Chicago Press,eng,84,96,NA,library; purdue university; thesis purdue; operations research; bibliographic control; bibliographic; models; storage; thesis purdue university; phd thesis,6933,13,a4a20e2d-4e67-f67b-c64c-8a0212565202,1970
processed_fulltext_307.txt,Topic_3,0.742147829,fulltext_307,fulltext_307.txt,http://www.jstor.org/stable/4308543,"Previous literature on the information needs and uses of historians has tended to focus on the use of libraries and specific types of materials, rather than on the motivations for, and results of, such use. Yet understanding this prior process of historical inquiry might help us to develop improved services and facilities for scholars. A study of twenty American historians was conducted in order to better understand the nature of research in history. Respondents were asked about their choice of research topics, specific projects in progress, use of archives, categorization of materials collected, writing habits, and use of computers. Interviews were tape-recorded, transcribed, and analyzed using standard, qualitative techniques. The results are discussed in the light of previous investigations of historians and the published statements of classification experts regarding the organization of historical knowledge. Suggestions for future study of historians are offered, and implications for libraries are explored.",The Collection and Use of Information by Some American Historians: A Study of Motives and Methods,"The Library Quarterly: Information, Community, Policy",1991,10.2307/4308543,article,research-article,jstor,NA,1/1/1991,1,61,http://www.jstor.org/stable/4308543,Donald Owen Case,University of Chicago Press,eng,61,82,NA,historians; history; library quarterly; library; respondents; historical; research; classification; categories; social sciences,9943,22,a4a20e2d-4e67-f67b-c64c-8a0212565202,1990
processed_fulltext_315.txt,Topic_3,0.911992469,fulltext_315,fulltext_315.txt,http://www.jstor.org/stable/10.1086/528889,"Place reminds us to tailor our professional work to the shifting concerns, and indeed the shifting criteria, of our shifting constituencies, rather than to a placeless professional vision of what librarianship, society, and literacy should be. Every place maker must make do, make sense, and make place in an environment that is technologically heterogeneous and in which the potential for novelty as well as recurrence is a persistent feature. The siege flag of place has been raised, not only in librarianship but in many sectors, in defense of the human and the parochial, of tradition and local turf. Taking a phenomenological cue, here we attempt to prune and redirect this problematic term. We arrive at what we consider reasonable criteria of success for ourselves: to what extent is our “library,” in whatever professional sense we assign that word, vitally connected to the discursive practices of the places from which it draws its mandate? We contend that vitalizing a library in this respect requires us to step outside the sphere of our habitual familiarity and to explore other places. How we go about doing this is a matter of methodology. If a prior conception of place interferes with the absorption of ethnomethods, it should be held in suspension, bracketed at least until the practitioner can grasp the place that already exists.",Placing the Library: An Argument for the Phenomenological and Constructivist Approach to the Human Geography of the Library,"The Library Quarterly: Information, Community, Policy",2008,10.1086/528889,article,research-article,jstor,NA,4/1/2008,2,78,http://www.jstor.org/stable/10.1086/528889,Thomas Clay Templeton,The University of Chicago Press,en,195,209,NA,library; librarianship; phenomenological; places; spaces; technology; birdsall; machine; phenomenological approach; people,4829,15,a4a20e2d-4e67-f67b-c64c-8a0212565202,2000
processed_fulltext_316.txt,Topic_3,0.863895675,fulltext_316,fulltext_316.txt,http://www.jstor.org/stable/4304468,,Implications for the Storage and Retrieval of Knowledge,"The Library Quarterly: Information, Community, Policy",1955,10.2307/4304468,article,research-article,jstor,NA,10/1/1955,4,25,http://www.jstor.org/stable/4304468,C. D. Gull,University of Chicago Press,eng,333,343,NA,engineering noise; semantic noise; retrieval; storage and retrieval; communication; destination; library; computers; machines; librarian,6061,11,a4a20e2d-4e67-f67b-c64c-8a0212565202,1950
