Source,Target,Weight,Type
information access and exchange among small worlds in a democratic society the role of policy in shaping information behavior in the post 911 united states,13,0.033057851,undirected
information access and exchange among small worlds in a democratic society the role of policy in shaping information behavior in the post 911 united states,14,0.016528926,undirected
if diversity is a natural state why dont our libraries mirror the populations they serve,1,0.068027211,undirected
if diversity is a natural state why dont our libraries mirror the populations they serve,3,0.068027211,undirected
if diversity is a natural state why dont our libraries mirror the populations they serve,4,0.047619048,undirected
if diversity is a natural state why dont our libraries mirror the populations they serve,9,0.081632653,undirected
if diversity is a natural state why dont our libraries mirror the populations they serve,10,0.0068027211,undirected
if diversity is a natural state why dont our libraries mirror the populations they serve,11,0.040816327,undirected
if diversity is a natural state why dont our libraries mirror the populations they serve,14,0.11564626,undirected
negotiating borders,6,0.079136691,undirected
negotiating borders,8,0.071942446,undirected
negotiating borders,10,0.11510791,undirected
negotiating borders,12,0.0071942446,undirected
negotiating borders,13,0.12230216,undirected
negotiating borders,14,0.086330935,undirected
multicultural young adult literature as a form of counter storytelling,0,0.012658228,undirected
multicultural young adult literature as a form of counter storytelling,4,0.037974684,undirected
multicultural young adult literature as a form of counter storytelling,5,0.025316456,undirected
multicultural young adult literature as a form of counter storytelling,8,0.025316456,undirected
multicultural young adult literature as a form of counter storytelling,10,0.037974684,undirected
multicultural young adult literature as a form of counter storytelling,11,0.16455696,undirected
multicultural young adult literature as a form of counter storytelling,13,0.12658228,undirected
multicultural young adult literature as a form of counter storytelling,14,0.16455696,undirected
camp read a rama® and fully engaged literacy learning,1,0.32692308,undirected
camp read a rama® and fully engaged literacy learning,3,0.026923077,undirected
camp read a rama® and fully engaged literacy learning,5,0.084615385,undirected
camp read a rama® and fully engaged literacy learning,6,0.0038461538,undirected
camp read a rama® and fully engaged literacy learning,8,0.046153846,undirected
camp read a rama® and fully engaged literacy learning,10,0.042307692,undirected
camp read a rama® and fully engaged literacy learning,11,0.053846154,undirected
camp read a rama® and fully engaged literacy learning,13,0.030769231,undirected
camp read a rama® and fully engaged literacy learning,14,0.023076923,undirected
creating space at the table,1,0.056818182,undirected
creating space at the table,2,0.13636364,undirected
creating space at the table,6,0.045454545,undirected
creating space at the table,9,0.090909091,undirected
creating space at the table,10,0.011363636,undirected
creating space at the table,13,0.21590909,undirected
information literacy a contradictory coupling,1,0.10416667,undirected
information literacy a contradictory coupling,2,0.020833333,undirected
information literacy a contradictory coupling,3,0.046875,undirected
information literacy a contradictory coupling,4,0.015625,undirected
information literacy a contradictory coupling,8,0.067708333,undirected
information literacy a contradictory coupling,9,0.020833333,undirected
information literacy a contradictory coupling,10,0.078125,undirected
information literacy a contradictory coupling,11,0.057291667,undirected
information literacy a contradictory coupling,12,0.010416667,undirected
information literacy a contradictory coupling,13,0.036458333,undirected
information literacy a contradictory coupling,14,0.026041667,undirected
library school faculty doctorates a statistical review,0,0.040462428,undirected
library school faculty doctorates a statistical review,5,0.063583815,undirected
library school faculty doctorates a statistical review,7,0.15606936,undirected
library school faculty doctorates a statistical review,9,0.1849711,undirected
library school faculty doctorates a statistical review,12,0.01734104,undirected
library school faculty doctorates a statistical review,13,0.0057803468,undirected
expanding lis education in the us department of states diplomacy lab program,0,0.02970297,undirected
expanding lis education in the us department of states diplomacy lab program,1,0.0099009901,undirected
expanding lis education in the us department of states diplomacy lab program,2,0.069306931,undirected
expanding lis education in the us department of states diplomacy lab program,4,0.0099009901,undirected
expanding lis education in the us department of states diplomacy lab program,5,0.12871287,undirected
expanding lis education in the us department of states diplomacy lab program,6,0.069306931,undirected
expanding lis education in the us department of states diplomacy lab program,7,0.10891089,undirected
expanding lis education in the us department of states diplomacy lab program,9,0.02970297,undirected
expanding lis education in the us department of states diplomacy lab program,11,0.0099009901,undirected
expanding lis education in the us department of states diplomacy lab program,13,0.079207921,undirected
teaching to dismantle white supremacy in archives,1,0.030075188,undirected
teaching to dismantle white supremacy in archives,6,0.18796992,undirected
teaching to dismantle white supremacy in archives,7,0.037593985,undirected
teaching to dismantle white supremacy in archives,8,0.067669173,undirected
teaching to dismantle white supremacy in archives,11,0.15789474,undirected
teaching to dismantle white supremacy in archives,12,0.037593985,undirected
teaching to dismantle white supremacy in archives,14,0.007518797,undirected
bibliographic instruction and mass media news literacy a theoretical background,0,0.0051020408,undirected
bibliographic instruction and mass media news literacy a theoretical background,1,0.096938776,undirected
bibliographic instruction and mass media news literacy a theoretical background,3,0.035714286,undirected
bibliographic instruction and mass media news literacy a theoretical background,4,0.10714286,undirected
bibliographic instruction and mass media news literacy a theoretical background,7,0.1377551,undirected
bibliographic instruction and mass media news literacy a theoretical background,9,0.020408163,undirected
bibliographic instruction and mass media news literacy a theoretical background,10,0.066326531,undirected
bibliographic instruction and mass media news literacy a theoretical background,11,0.091836735,undirected
bibliographic instruction and mass media news literacy a theoretical background,12,0.040816327,undirected
books on the frontier the extent and nature of book ownership in southern indiana 1800 1850,0,0.047101449,undirected
books on the frontier the extent and nature of book ownership in southern indiana 1800 1850,1,0.018115942,undirected
books on the frontier the extent and nature of book ownership in southern indiana 1800 1850,2,0.097826087,undirected
books on the frontier the extent and nature of book ownership in southern indiana 1800 1850,3,0.014492754,undirected
books on the frontier the extent and nature of book ownership in southern indiana 1800 1850,4,0.19927536,undirected
books on the frontier the extent and nature of book ownership in southern indiana 1800 1850,5,0.0036231884,undirected
books on the frontier the extent and nature of book ownership in southern indiana 1800 1850,9,0.018115942,undirected
books on the frontier the extent and nature of book ownership in southern indiana 1800 1850,10,0.083333333,undirected
books on the frontier the extent and nature of book ownership in southern indiana 1800 1850,12,0.0072463768,undirected
diversity in lis education resources,0,0.0625,undirected
diversity in lis education resources,3,0.0859375,undirected
diversity in lis education resources,5,0.1484375,undirected
diversity in lis education resources,6,0.0078125,undirected
diversity in lis education resources,8,0.03125,undirected
diversity in lis education resources,9,0.0546875,undirected
diversity in lis education resources,10,0.0390625,undirected
diversity in lis education resources,11,0.0546875,undirected
diversity in lis education resources,14,0.0078125,undirected
deans rank indicators of effectiveness for schools of library and information studies,2,0.0082644628,undirected
deans rank indicators of effectiveness for schools of library and information studies,3,0.1322314,undirected
deans rank indicators of effectiveness for schools of library and information studies,5,0.066115702,undirected
deans rank indicators of effectiveness for schools of library and information studies,7,0.20661157,undirected
deans rank indicators of effectiveness for schools of library and information studies,9,0.05785124,undirected
deans rank indicators of effectiveness for schools of library and information studies,11,0.05785124,undirected
deans rank indicators of effectiveness for schools of library and information studies,14,0.016528926,undirected
the advantages of diversity,1,0.0067114094,undirected
the advantages of diversity,4,0.18120805,undirected
the advantages of diversity,5,0.12751678,undirected
the advantages of diversity,6,0.073825503,undirected
the advantages of diversity,11,0.020134228,undirected
the advantages of diversity,14,0.067114094,undirected
evaluating cultural authenticity in multicultural picture books a collaborative analysis for diversity education,0,0.076923077,undirected
evaluating cultural authenticity in multicultural picture books a collaborative analysis for diversity education,1,0.027972028,undirected
evaluating cultural authenticity in multicultural picture books a collaborative analysis for diversity education,3,0.048951049,undirected
evaluating cultural authenticity in multicultural picture books a collaborative analysis for diversity education,4,0.06993007,undirected
evaluating cultural authenticity in multicultural picture books a collaborative analysis for diversity education,8,0.020979021,undirected
evaluating cultural authenticity in multicultural picture books a collaborative analysis for diversity education,10,0.11188811,undirected
evaluating cultural authenticity in multicultural picture books a collaborative analysis for diversity education,11,0.048951049,undirected
evaluating cultural authenticity in multicultural picture books a collaborative analysis for diversity education,13,0.076923077,undirected
evaluating cultural authenticity in multicultural picture books a collaborative analysis for diversity education,14,0.076923077,undirected
early literacy in library storytimes,1,0.21232877,undirected
early literacy in library storytimes,2,0.082191781,undirected
early literacy in library storytimes,3,0.11643836,undirected
early literacy in library storytimes,8,0.034246575,undirected
early literacy in library storytimes,9,0.13013699,undirected
early literacy in library storytimes,10,0.020547945,undirected
early literacy in library storytimes,13,0.0068493151,undirected
the portrayal of librarians in obituaries at the end of the twentieth century,0,0.025773196,undirected
the portrayal of librarians in obituaries at the end of the twentieth century,1,0.010309278,undirected
the portrayal of librarians in obituaries at the end of the twentieth century,2,0.11340206,undirected
the portrayal of librarians in obituaries at the end of the twentieth century,4,0.025773196,undirected
the portrayal of librarians in obituaries at the end of the twentieth century,6,0.0051546392,undirected
the portrayal of librarians in obituaries at the end of the twentieth century,7,0.036082474,undirected
the portrayal of librarians in obituaries at the end of the twentieth century,8,0.041237113,undirected
the portrayal of librarians in obituaries at the end of the twentieth century,9,0.0051546392,undirected
the portrayal of librarians in obituaries at the end of the twentieth century,10,0.041237113,undirected
the portrayal of librarians in obituaries at the end of the twentieth century,11,0.010309278,undirected
the portrayal of librarians in obituaries at the end of the twentieth century,12,0.0051546392,undirected
the portrayal of librarians in obituaries at the end of the twentieth century,13,0.12371134,undirected
the portrayal of librarians in obituaries at the end of the twentieth century,14,0.077319588,undirected
gay mens book clubs versus wisconsins public libraries political perceptions in the absence of dialogue,0,0.15267176,undirected
gay mens book clubs versus wisconsins public libraries political perceptions in the absence of dialogue,2,0.16793893,undirected
gay mens book clubs versus wisconsins public libraries political perceptions in the absence of dialogue,3,0.10687023,undirected
gay mens book clubs versus wisconsins public libraries political perceptions in the absence of dialogue,6,0.045801527,undirected
gay mens book clubs versus wisconsins public libraries political perceptions in the absence of dialogue,7,0.0076335878,undirected
gay mens book clubs versus wisconsins public libraries political perceptions in the absence of dialogue,9,0.038167939,undirected
gay mens book clubs versus wisconsins public libraries political perceptions in the absence of dialogue,10,0.030534351,undirected
gay mens book clubs versus wisconsins public libraries political perceptions in the absence of dialogue,12,0.045801527,undirected
gay mens book clubs versus wisconsins public libraries political perceptions in the absence of dialogue,14,0.0076335878,undirected
a neighborhood analysis of public library use in new york city,1,0.01010101,undirected
a neighborhood analysis of public library use in new york city,2,0.060606061,undirected
a neighborhood analysis of public library use in new york city,3,0.050505051,undirected
a neighborhood analysis of public library use in new york city,5,0.01010101,undirected
a neighborhood analysis of public library use in new york city,7,0.04040404,undirected
a neighborhood analysis of public library use in new york city,12,0.12121212,undirected
a neighborhood analysis of public library use in new york city,13,0.070707071,undirected
a neighborhood analysis of public library use in new york city,14,0.11111111,undirected
a comparison of online and face to face cohorts in a school library media specialist graduate program a preliminary study,3,0.059602649,undirected
a comparison of online and face to face cohorts in a school library media specialist graduate program a preliminary study,5,0.072847682,undirected
a comparison of online and face to face cohorts in a school library media specialist graduate program a preliminary study,7,0.1589404,undirected
a comparison of online and face to face cohorts in a school library media specialist graduate program a preliminary study,8,0.099337748,undirected
a comparison of online and face to face cohorts in a school library media specialist graduate program a preliminary study,9,0.039735099,undirected
a comparison of online and face to face cohorts in a school library media specialist graduate program a preliminary study,11,0.013245033,undirected
a comparison of online and face to face cohorts in a school library media specialist graduate program a preliminary study,12,0.079470199,undirected
problems and possibilities the public library in the borderline between modernity and late modernity,0,0.066666667,undirected
problems and possibilities the public library in the borderline between modernity and late modernity,2,0.24761905,undirected
problems and possibilities the public library in the borderline between modernity and late modernity,6,0.057142857,undirected
problems and possibilities the public library in the borderline between modernity and late modernity,10,0.038095238,undirected
problems and possibilities the public library in the borderline between modernity and late modernity,11,0.0095238095,undirected
problems and possibilities the public library in the borderline between modernity and late modernity,14,0.047619048,undirected
accessibility and diversity in library and information science,0,0.032258065,undirected
accessibility and diversity in library and information science,1,0.032258065,undirected
accessibility and diversity in library and information science,2,0.025806452,undirected
accessibility and diversity in library and information science,3,0.1483871,undirected
accessibility and diversity in library and information science,11,0.096774194,undirected
accessibility and diversity in library and information science,12,0.012903226,undirected
accessibility and diversity in library and information science,13,0.025806452,undirected
accessibility and diversity in library and information science,14,0.1483871,undirected
what we talk about when we talk about free speech,0,0.033783784,undirected
what we talk about when we talk about free speech,1,0.060810811,undirected
what we talk about when we talk about free speech,2,0.087837838,undirected
what we talk about when we talk about free speech,6,0.033783784,undirected
what we talk about when we talk about free speech,9,0.2027027,undirected
what we talk about when we talk about free speech,10,0.074324324,undirected
what we talk about when we talk about free speech,13,0.054054054,undirected
critical directions for archival approaches to social justice,3,0.045454545,undirected
critical directions for archival approaches to social justice,6,0.26515152,undirected
critical directions for archival approaches to social justice,7,0.015151515,undirected
critical directions for archival approaches to social justice,8,0.045454545,undirected
critical directions for archival approaches to social justice,11,0.053030303,undirected
critical directions for archival approaches to social justice,14,0.098484848,undirected
from queer to gay and back again young adult novels with gay lesbian queer content 1969 1997,1,0.058139535,undirected
from queer to gay and back again young adult novels with gay lesbian queer content 1969 1997,4,0.034883721,undirected
from queer to gay and back again young adult novels with gay lesbian queer content 1969 1997,6,0.10465116,undirected
from queer to gay and back again young adult novels with gay lesbian queer content 1969 1997,7,0.023255814,undirected
from queer to gay and back again young adult novels with gay lesbian queer content 1969 1997,9,0.011627907,undirected
from queer to gay and back again young adult novels with gay lesbian queer content 1969 1997,10,0.034883721,undirected
from queer to gay and back again young adult novels with gay lesbian queer content 1969 1997,13,0.23255814,undirected
service learning and lis education,1,0.036144578,undirected
service learning and lis education,3,0.15662651,undirected
service learning and lis education,5,0.13253012,undirected
service learning and lis education,7,0.036144578,undirected
service learning and lis education,8,0.18072289,undirected
service learning and lis education,10,0.060240964,undirected
contested terrain accreditation and the future of the profession of librarianship,2,0.042857143,undirected
contested terrain accreditation and the future of the profession of librarianship,5,0.014285714,undirected
contested terrain accreditation and the future of the profession of librarianship,7,0.014285714,undirected
contested terrain accreditation and the future of the profession of librarianship,8,0.14285714,undirected
contested terrain accreditation and the future of the profession of librarianship,9,0.1,undirected
contested terrain accreditation and the future of the profession of librarianship,12,0.021428571,undirected
contested terrain accreditation and the future of the profession of librarianship,13,0.071428571,undirected
contested terrain accreditation and the future of the profession of librarianship,14,0.057142857,undirected
preparing the next generation of librarians for family and community engagement,1,0.0098522167,undirected
preparing the next generation of librarians for family and community engagement,2,0.02955665,undirected
preparing the next generation of librarians for family and community engagement,3,0.1773399,undirected
preparing the next generation of librarians for family and community engagement,5,0.098522167,undirected
preparing the next generation of librarians for family and community engagement,7,0.014778325,undirected
preparing the next generation of librarians for family and community engagement,8,0.014778325,undirected
preparing the next generation of librarians for family and community engagement,9,0.0098522167,undirected
preparing the next generation of librarians for family and community engagement,10,0.0591133,undirected
preparing the next generation of librarians for family and community engagement,11,0.068965517,undirected
services to older adults preliminary findings from three maryland public libraries,0,0.15131579,undirected
services to older adults preliminary findings from three maryland public libraries,2,0.0065789474,undirected
services to older adults preliminary findings from three maryland public libraries,3,0.125,undirected
services to older adults preliminary findings from three maryland public libraries,5,0.072368421,undirected
services to older adults preliminary findings from three maryland public libraries,8,0.032894737,undirected
services to older adults preliminary findings from three maryland public libraries,9,0.059210526,undirected
services to older adults preliminary findings from three maryland public libraries,10,0.026315789,undirected
services to older adults preliminary findings from three maryland public libraries,11,0.032894737,undirected
services to older adults preliminary findings from three maryland public libraries,12,0.026315789,undirected
services to older adults preliminary findings from three maryland public libraries,13,0.0065789474,undirected
the more things change the more they stay the same,0,0.05,undirected
the more things change the more they stay the same,2,0.0125,undirected
the more things change the more they stay the same,5,0.03125,undirected
the more things change the more they stay the same,7,0.00625,undirected
the more things change the more they stay the same,8,0.05,undirected
the more things change the more they stay the same,9,0.11875,undirected
the more things change the more they stay the same,11,0.01875,undirected
the more things change the more they stay the same,12,0.0875,undirected
the more things change the more they stay the same,13,0.0375,undirected
the more things change the more they stay the same,14,0.15,undirected
diversity by design,0,0.024,undirected
diversity by design,3,0.064,undirected
diversity by design,5,0.016,undirected
diversity by design,6,0.112,undirected
diversity by design,8,0.008,undirected
diversity by design,10,0.056,undirected
diversity by design,12,0.008,undirected
diversity by design,13,0.088,undirected
diversity by design,14,0.088,undirected
literacy practices of linguistic minorities sociolinguistic issues and implications for literacy services,0,0.0074626866,undirected
literacy practices of linguistic minorities sociolinguistic issues and implications for literacy services,1,0.26865672,undirected
literacy practices of linguistic minorities sociolinguistic issues and implications for literacy services,2,0.02238806,undirected
literacy practices of linguistic minorities sociolinguistic issues and implications for literacy services,3,0.052238806,undirected
literacy practices of linguistic minorities sociolinguistic issues and implications for literacy services,4,0.0074626866,undirected
literacy practices of linguistic minorities sociolinguistic issues and implications for literacy services,8,0.0074626866,undirected
literacy practices of linguistic minorities sociolinguistic issues and implications for literacy services,9,0.097014925,undirected
literacy practices of linguistic minorities sociolinguistic issues and implications for literacy services,10,0.029850746,undirected
literacy practices of linguistic minorities sociolinguistic issues and implications for literacy services,12,0.014925373,undirected
literacy practices of linguistic minorities sociolinguistic issues and implications for literacy services,13,0.029850746,undirected
literacy practices of linguistic minorities sociolinguistic issues and implications for literacy services,14,0.029850746,undirected
a white librarian in black harlem,0,0.03960396,undirected
a white librarian in black harlem,2,0.13861386,undirected
a white librarian in black harlem,3,0.089108911,undirected
a white librarian in black harlem,6,0.04950495,undirected
a white librarian in black harlem,7,0.01980198,undirected
a white librarian in black harlem,8,0.0099009901,undirected
a white librarian in black harlem,9,0.04950495,undirected
a white librarian in black harlem,11,0.01980198,undirected
a white librarian in black harlem,13,0.02970297,undirected
google books libraries and self respect,2,0.040650407,undirected
google books libraries and self respect,4,0.056910569,undirected
google books libraries and self respect,5,0.0081300813,undirected
google books libraries and self respect,6,0.17073171,undirected
google books libraries and self respect,8,0.10569106,undirected
google books libraries and self respect,9,0.016260163,undirected
google books libraries and self respect,10,0.06504065,undirected
google books libraries and self respect,12,0.081300813,undirected
library history without walls clios decalogue revamped for the untenured   ,0,0.030534351,undirected
library history without walls clios decalogue revamped for the untenured   ,5,0.038167939,undirected
library history without walls clios decalogue revamped for the untenured   ,6,0.076335878,undirected
library history without walls clios decalogue revamped for the untenured   ,9,0.061068702,undirected
library history without walls clios decalogue revamped for the untenured   ,10,0.0076335878,undirected
library history without walls clios decalogue revamped for the untenured   ,11,0.053435115,undirected
library history without walls clios decalogue revamped for the untenured   ,12,0.022900763,undirected
library history without walls clios decalogue revamped for the untenured   ,13,0.038167939,undirected
library history without walls clios decalogue revamped for the untenured   ,14,0.12977099,undirected
recruitment of library school faculty,2,0.13043478,undirected
recruitment of library school faculty,5,0.043478261,undirected
recruitment of library school faculty,7,0.30434783,undirected
recruitment of library school faculty,13,0.014492754,undirected
recruitment of library school faculty,14,0.014492754,undirected
web supported teaching in the department of information science at the university of pretoria,0,0.13675214,undirected
web supported teaching in the department of information science at the university of pretoria,1,0.017094017,undirected
web supported teaching in the department of information science at the university of pretoria,3,0.051282051,undirected
web supported teaching in the department of information science at the university of pretoria,5,0.13675214,undirected
web supported teaching in the department of information science at the university of pretoria,6,0.025641026,undirected
web supported teaching in the department of information science at the university of pretoria,7,0.0085470085,undirected
web supported teaching in the department of information science at the university of pretoria,8,0.025641026,undirected
web supported teaching in the department of information science at the university of pretoria,9,0.017094017,undirected
web supported teaching in the department of information science at the university of pretoria,11,0.042735043,undirected
web supported teaching in the department of information science at the university of pretoria,12,0.042735043,undirected
unitarianism and the iconography of democracy decorations for the library of congress,0,0.065934066,undirected
unitarianism and the iconography of democracy decorations for the library of congress,1,0.043956044,undirected
unitarianism and the iconography of democracy decorations for the library of congress,2,0.12087912,undirected
unitarianism and the iconography of democracy decorations for the library of congress,4,0.010989011,undirected
unitarianism and the iconography of democracy decorations for the library of congress,6,0.032967033,undirected
unitarianism and the iconography of democracy decorations for the library of congress,10,0.043956044,undirected
unitarianism and the iconography of democracy decorations for the library of congress,13,0.16483516,undirected
conceptual strategies for operationalizing multicultural curricula,0,0.0099009901,undirected
conceptual strategies for operationalizing multicultural curricula,3,0.04950495,undirected
conceptual strategies for operationalizing multicultural curricula,5,0.0099009901,undirected
conceptual strategies for operationalizing multicultural curricula,6,0.089108911,undirected
conceptual strategies for operationalizing multicultural curricula,7,0.0099009901,undirected
conceptual strategies for operationalizing multicultural curricula,8,0.11881188,undirected
conceptual strategies for operationalizing multicultural curricula,9,0.0099009901,undirected
conceptual strategies for operationalizing multicultural curricula,10,0.079207921,undirected
conceptual strategies for operationalizing multicultural curricula,11,0.079207921,undirected
conceptual strategies for operationalizing multicultural curricula,12,0.01980198,undirected
conceptual strategies for operationalizing multicultural curricula,14,0.03960396,undirected
historical research as critical practice and relationship the carnegie libraries in iowa project,1,0.12781955,undirected
historical research as critical practice and relationship the carnegie libraries in iowa project,2,0.037593985,undirected
historical research as critical practice and relationship the carnegie libraries in iowa project,3,0.015037594,undirected
historical research as critical practice and relationship the carnegie libraries in iowa project,5,0.015037594,undirected
historical research as critical practice and relationship the carnegie libraries in iowa project,7,0.037593985,undirected
historical research as critical practice and relationship the carnegie libraries in iowa project,8,0.13533835,undirected
historical research as critical practice and relationship the carnegie libraries in iowa project,10,0.022556391,undirected
historical research as critical practice and relationship the carnegie libraries in iowa project,11,0.030075188,undirected
historical research as critical practice and relationship the carnegie libraries in iowa project,13,0.10526316,undirected
intellectual freedom lectures and the dilemma of offense free teaching,2,0.16806723,undirected
intellectual freedom lectures and the dilemma of offense free teaching,5,0.067226891,undirected
intellectual freedom lectures and the dilemma of offense free teaching,7,0.092436975,undirected
intellectual freedom lectures and the dilemma of offense free teaching,9,0.15966387,undirected
intellectual freedom lectures and the dilemma of offense free teaching,10,0.050420168,undirected
intellectual freedom lectures and the dilemma of offense free teaching,14,0.0084033613,undirected
tunnel vision and blind spots reconsidered empart of our livesem 2015 as a test case,2,0.078740157,undirected
tunnel vision and blind spots reconsidered empart of our livesem 2015 as a test case,11,0.031496063,undirected
tunnel vision and blind spots reconsidered empart of our livesem 2015 as a test case,13,0.086614173,undirected
tunnel vision and blind spots reconsidered empart of our livesem 2015 as a test case,14,0.27559055,undirected
profiles of constituent groups indicators of effectiveness of schools of library and information studies,3,0.15686275,undirected
profiles of constituent groups indicators of effectiveness of schools of library and information studies,4,0.0098039216,undirected
profiles of constituent groups indicators of effectiveness of schools of library and information studies,5,0.078431373,undirected
profiles of constituent groups indicators of effectiveness of schools of library and information studies,7,0.098039216,undirected
profiles of constituent groups indicators of effectiveness of schools of library and information studies,9,0.10784314,undirected
profiles of constituent groups indicators of effectiveness of schools of library and information studies,11,0.019607843,undirected
profiles of constituent groups indicators of effectiveness of schools of library and information studies,14,0.068627451,undirected
what sound does an odyssey make content analysis of award winning audiobooks,1,0.070175439,undirected
what sound does an odyssey make content analysis of award winning audiobooks,3,0.026315789,undirected
what sound does an odyssey make content analysis of award winning audiobooks,5,0.035087719,undirected
what sound does an odyssey make content analysis of award winning audiobooks,7,0.043859649,undirected
what sound does an odyssey make content analysis of award winning audiobooks,8,0.026315789,undirected
what sound does an odyssey make content analysis of award winning audiobooks,9,0.061403509,undirected
what sound does an odyssey make content analysis of award winning audiobooks,10,0.11403509,undirected
what sound does an odyssey make content analysis of award winning audiobooks,12,0.14912281,undirected
the use of public libraries by native americans,0,0.081300813,undirected
the use of public libraries by native americans,2,0.2195122,undirected
the use of public libraries by native americans,3,0.024390244,undirected
the use of public libraries by native americans,5,0.016260163,undirected
the use of public libraries by native americans,7,0.024390244,undirected
the use of public libraries by native americans,11,0.024390244,undirected
the use of public libraries by native americans,12,0.1300813,undirected
the use of public libraries by native americans,13,0.0081300813,undirected
social justice as topic and tool,1,0.12413793,undirected
social justice as topic and tool,3,0.027586207,undirected
social justice as topic and tool,4,0.013793103,undirected
social justice as topic and tool,5,0.048275862,undirected
social justice as topic and tool,6,0.15862069,undirected
social justice as topic and tool,7,0.013793103,undirected
social justice as topic and tool,8,0.013793103,undirected
social justice as topic and tool,9,0.0068965517,undirected
social justice as topic and tool,10,0.17241379,undirected
social justice as topic and tool,11,0.013793103,undirected
for all the people,2,0.16783217,undirected
for all the people,3,0.013986014,undirected
for all the people,4,0.048951049,undirected
for all the people,5,0.013986014,undirected
for all the people,7,0.006993007,undirected
for all the people,9,0.097902098,undirected
for all the people,10,0.06993007,undirected
for all the people,13,0.076923077,undirected
segregating propaganda in american libraries ralph ulveling confronts the intellectual freedom committee,2,0.12621359,undirected
segregating propaganda in american libraries ralph ulveling confronts the intellectual freedom committee,3,0.048543689,undirected
segregating propaganda in american libraries ralph ulveling confronts the intellectual freedom committee,4,0.058252427,undirected
segregating propaganda in american libraries ralph ulveling confronts the intellectual freedom committee,6,0.058252427,undirected
segregating propaganda in american libraries ralph ulveling confronts the intellectual freedom committee,8,0.019417476,undirected
segregating propaganda in american libraries ralph ulveling confronts the intellectual freedom committee,9,0.18446602,undirected
segregating propaganda in american libraries ralph ulveling confronts the intellectual freedom committee,12,0.0097087379,undirected
segregating propaganda in american libraries ralph ulveling confronts the intellectual freedom committee,13,0.048543689,undirected
the educating of black librarians an historical perspective,2,0.035714286,undirected
the educating of black librarians an historical perspective,6,0.035714286,undirected
the educating of black librarians an historical perspective,7,0.035714286,undirected
the educating of black librarians an historical perspective,8,0.25,undirected
the educating of black librarians an historical perspective,9,0.071428571,undirected
the educating of black librarians an historical perspective,14,0.035714286,undirected
victorian horizons the reception of childrens books in england and america 1880 1900,0,0.06147541,undirected
victorian horizons the reception of childrens books in england and america 1880 1900,1,0.053278689,undirected
victorian horizons the reception of childrens books in england and america 1880 1900,2,0.016393443,undirected
victorian horizons the reception of childrens books in england and america 1880 1900,3,0.024590164,undirected
victorian horizons the reception of childrens books in england and america 1880 1900,4,0.081967213,undirected
victorian horizons the reception of childrens books in england and america 1880 1900,8,0.028688525,undirected
victorian horizons the reception of childrens books in england and america 1880 1900,9,0.024590164,undirected
victorian horizons the reception of childrens books in england and america 1880 1900,10,0.0040983607,undirected
victorian horizons the reception of childrens books in england and america 1880 1900,11,0.012295082,undirected
victorian horizons the reception of childrens books in england and america 1880 1900,13,0.18442623,undirected
victorian horizons the reception of childrens books in england and america 1880 1900,14,0.06147541,undirected
on community justice and libraries,1,0.034482759,undirected
on community justice and libraries,3,0.094827586,undirected
on community justice and libraries,6,0.10344828,undirected
on community justice and libraries,8,0.068965517,undirected
on community justice and libraries,10,0.20689655,undirected
on community justice and libraries,14,0.0086206897,undirected
diversified research methods education in lis,0,0.018018018,undirected
diversified research methods education in lis,3,0.21621622,undirected
diversified research methods education in lis,5,0.27027027,undirected
diversified research methods education in lis,7,0.018018018,undirected
diversified research methods education in lis,8,0.045045045,undirected
diversified research methods education in lis,12,0.009009009,undirected
a conceptual framework for the public library as a community learning center for independent study,0,0.15841584,undirected
a conceptual framework for the public library as a community learning center for independent study,2,0.02970297,undirected
a conceptual framework for the public library as a community learning center for independent study,3,0.22772277,undirected
a conceptual framework for the public library as a community learning center for independent study,6,0.01980198,undirected
a conceptual framework for the public library as a community learning center for independent study,7,0.0099009901,undirected
a conceptual framework for the public library as a community learning center for independent study,9,0.069306931,undirected
a conceptual framework for the public library as a community learning center for independent study,10,0.01980198,undirected
a conceptual framework for the public library as a community learning center for independent study,11,0.02970297,undirected
a conceptual framework for the public library as a community learning center for independent study,13,0.01980198,undirected
the community engagement model in library and information science education a case study of a collection development and management course,0,0.009478673,undirected
the community engagement model in library and information science education a case study of a collection development and management course,2,0.023696682,undirected
the community engagement model in library and information science education a case study of a collection development and management course,3,0.18957346,undirected
the community engagement model in library and information science education a case study of a collection development and management course,4,0.061611374,undirected
the community engagement model in library and information science education a case study of a collection development and management course,5,0.071090047,undirected
the community engagement model in library and information science education a case study of a collection development and management course,7,0.0047393365,undirected
the community engagement model in library and information science education a case study of a collection development and management course,8,0.028436019,undirected
the community engagement model in library and information science education a case study of a collection development and management course,10,0.014218009,undirected
the community engagement model in library and information science education a case study of a collection development and management course,11,0.13744076,undirected
the community engagement model in library and information science education a case study of a collection development and management course,14,0.018957346,undirected
learning about diversity the roles of lis education lis associations and lived experience,5,0.073684211,undirected
learning about diversity the roles of lis education lis associations and lived experience,6,0.010526316,undirected
learning about diversity the roles of lis education lis associations and lived experience,7,0.073684211,undirected
learning about diversity the roles of lis education lis associations and lived experience,11,0.010526316,undirected
learning about diversity the roles of lis education lis associations and lived experience,12,0.094736842,undirected
